accm_txn_complete_time,h_id,dateAdded,dateUpdated,Price_per_night,no_of_reserved_rooms,totalAmount,Copy_of_HotelCategoryID,Copy_of_hotel_name,InsertDate,ModifiedDate,accm_txn_create_time,txn_process_time_hours,ReviewSK
17/01/2025 23:13,322,27/01/2025,08/02/2025,486.68,3,1460.04,107,Gray-Morgan Hotel,27/01/2025,08/02/2025,17/01/2025 18:41,4.53,1401
07/01/2025 22:46,323,09/06/2024,25/06/2024,123.51,2,247.02,109,Gregory-Huff Hotel,09/06/2024,25/06/2024,07/01/2025 19:10,3.61,1008
18/11/2024 06:52,324,25/10/2024,21/11/2024,355.96,2,711.92,101,Anderson Ltd Hotel,25/10/2024,21/11/2024,18/11/2024 03:56,2.94,1094
30/01/2024 00:26,325,19/03/2025,21/03/2025,351.95,4,1407.8,117,Peterson LLC Hotel,19/03/2025,21/03/2025,29/01/2024 21:25,3.01,1969
09/03/2025 11:21,326,03/12/2024,06/12/2024,140.16,3,420.48,119,"Hall, Mcclain and Vaughan Hotel",03/12/2024,06/12/2024,09/03/2025 07:27,3.89,1505
09/06/2024 03:34,327,19/02/2025,21/03/2025,334.28,5,1671.4,120,Morris Group Hotel,19/02/2025,21/03/2025,08/06/2024 23:18,4.27,1458
05/01/2024 07:53,328,09/01/2024,19/01/2024,87.81,3,263.43,112,"Ortega, Austin and Johnson Hotel",09/01/2024,19/01/2024,05/01/2024 06:20,1.55,1858
22/06/2024 04:16,329,04/09/2024,18/09/2024,345.77,3,1037.31,109,"Paul, Bates and Kim Hotel",04/09/2024,18/09/2024,21/06/2024 22:20,5.94,1575
28/01/2025 21:46,330,08/01/2025,01/02/2025,485.85,1,485.85,105,Sutton and Sons Hotel,08/01/2025,01/02/2025,28/01/2025 19:21,2.41,1833
08/03/2025 10:49,331,04/11/2024,12/11/2024,109.12,2,218.24,107,Harvey Group Hotel,04/11/2024,12/11/2024,08/03/2025 05:50,4.98,1449
04/05/2024 05:43,332,31/03/2025,03/04/2025,390.89,4,1563.56,114,Mccarthy Inc Hotel,31/03/2025,03/04/2025,04/05/2024 03:22,2.36,1713
04/10/2024 11:59,333,12/05/2024,27/05/2024,200,2,400,108,"Peters, Stout and Randolph Hotel",12/05/2024,27/05/2024,04/10/2024 09:42,2.29,1535
08/09/2024 02:20,334,21/02/2025,18/03/2025,72.96,4,291.84,113,Baker and Sons Hotel,21/02/2025,18/03/2025,07/09/2024 23:48,2.53,1532
07/01/2025 10:18,335,27/12/2024,03/01/2025,249.9,4,999.6,103,Taylor Ltd Hotel,27/12/2024,03/01/2025,07/01/2025 05:15,5.05,1455
19/02/2024 17:58,336,17/07/2024,03/08/2024,209.09,3,627.27,116,Arnold-Cross Hotel,17/07/2024,03/08/2024,19/02/2024 12:57,5.03,1360
02/09/2024 23:07,337,25/09/2024,17/10/2024,95.33,4,381.32,119,Landry PLC Hotel,25/09/2024,17/10/2024,02/09/2024 17:36,5.52,1199
25/03/2025 20:24,338,21/03/2025,15/04/2025,194.85,4,779.4,102,Fleming Ltd Hotel,21/03/2025,15/04/2025,25/03/2025 14:32,5.86,1482
23/06/2024 16:44,339,03/09/2024,27/09/2024,288.83,1,288.83,105,Pope-Ramirez Hotel,03/09/2024,27/09/2024,23/06/2024 13:08,3.6,1937
22/04/2024 22:59,340,09/07/2024,31/07/2024,137.92,1,137.92,103,Mitchell Ltd Hotel,09/07/2024,31/07/2024,22/04/2024 21:19,1.67,1121
09/10/2024 04:25,341,20/12/2024,11/01/2025,259.03,3,777.09,116,James-Ferguson Hotel,20/12/2024,11/01/2025,09/10/2024 00:45,3.66,1843
29/02/2024 06:00,342,17/03/2025,28/03/2025,439.49,1,439.49,103,Charles PLC Hotel,17/03/2025,28/03/2025,29/02/2024 03:57,2.04,1318
23/07/2024 19:45,343,27/03/2025,14/04/2025,407.79,2,815.58,120,Ellison and Sons Hotel,27/03/2025,14/04/2025,23/07/2024 13:59,5.77,1938
02/06/2024 23:18,344,29/10/2024,18/11/2024,351.15,5,1755.75,109,Stewart LLC Hotel,29/10/2024,18/11/2024,02/06/2024 18:04,5.24,1824
15/11/2024 23:53,345,26/07/2024,20/08/2024,278.45,5,1392.25,120,Lopez-Wyatt Hotel,26/07/2024,20/08/2024,15/11/2024 22:27,1.42,1857
25/05/2024 11:54,346,24/01/2025,04/02/2025,158.69,4,634.76,111,Olson-Hernandez Hotel,24/01/2025,04/02/2025,25/05/2024 08:45,3.14,1315
27/01/2025 08:40,347,02/07/2024,07/07/2024,187.73,5,938.65,105,Quinn-Hernandez Hotel,02/07/2024,07/07/2024,27/01/2025 03:12,5.47,1270
18/04/2024 17:29,348,02/10/2024,11/10/2024,265.21,3,795.63,102,"Booth, Patton and Webster Hotel",02/10/2024,11/10/2024,18/04/2024 14:43,2.78,1639
26/09/2024 22:29,349,13/01/2025,27/01/2025,296.01,4,1184.04,103,Barnett-Holden Hotel,13/01/2025,27/01/2025,26/09/2024 20:12,2.29,1196
11/10/2024 04:24,350,09/06/2024,21/06/2024,123.83,2,247.66,112,"White, Morgan and Allen Hotel",09/06/2024,21/06/2024,11/10/2024 02:36,1.79,1297
23/02/2024 06:08,351,09/01/2025,16/01/2025,458.5,4,1834,120,Schultz Ltd Hotel,09/01/2025,16/01/2025,23/02/2024 00:48,5.34,1791
08/09/2024 22:04,352,23/04/2025,26/04/2025,174.48,1,174.48,118,Jackson-Palmer Hotel,23/04/2025,26/04/2025,08/09/2024 16:13,5.84,1813
13/04/2025 00:03,353,02/02/2024,02/02/2024,322.78,5,1613.9,109,Aguilar Group Hotel,02/02/2024,02/02/2024,12/04/2025 21:02,3.02,1538
23/10/2024 12:20,354,04/02/2024,12/02/2024,68.46,2,136.92,114,Horne PLC Hotel,04/02/2024,12/02/2024,23/10/2024 09:18,3.03,1666
21/04/2025 18:33,355,12/05/2024,25/05/2024,140.48,5,702.4,108,Fritz-Ellis Hotel,12/05/2024,25/05/2024,21/04/2025 13:32,5.01,1206
08/06/2024 02:34,356,27/08/2024,08/09/2024,313.12,5,1565.6,111,Harris-Cohen Hotel,27/08/2024,08/09/2024,07/06/2024 22:07,4.46,1866
29/12/2024 22:20,357,23/06/2024,13/07/2024,365.19,4,1460.76,118,Webster-Bass Hotel,23/06/2024,13/07/2024,29/12/2024 16:35,5.75,1862
06/02/2024 15:21,358,24/05/2024,02/06/2024,364.81,3,1094.43,116,Morris and Sons Hotel,24/05/2024,02/06/2024,06/02/2024 10:26,4.91,1800
10/02/2025 15:38,359,24/04/2024,28/04/2024,419.67,1,419.67,104,"Williams, Wise and Mendoza Hotel",24/04/2024,28/04/2024,10/02/2025 10:30,5.14,1893
19/02/2024 21:10,360,07/07/2024,22/07/2024,242.98,2,485.96,105,"Price, Moreno and Martinez Hotel",07/07/2024,22/07/2024,19/02/2024 18:16,2.9,1453
11/02/2024 10:36,361,31/10/2024,30/11/2024,50.12,4,200.48,107,"Farley, Bryant and Smith Hotel",31/10/2024,30/11/2024,11/02/2024 07:18,3.29,1059
03/04/2024 20:59,362,21/03/2024,24/03/2024,200.44,4,801.76,115,Martinez and Sons Hotel,21/03/2024,24/03/2024,03/04/2024 18:52,2.11,1259
27/06/2024 16:38,363,28/03/2025,29/03/2025,177.83,5,889.15,108,Taylor-Gonzalez Hotel,28/03/2025,29/03/2025,27/06/2024 12:57,3.69,1582
01/04/2025 21:34,364,27/09/2024,07/10/2024,108.98,3,326.94,110,"Diaz, Jones and Hartman Hotel",27/09/2024,07/10/2024,01/04/2025 15:35,5.99,1941
06/01/2025 06:02,365,26/03/2024,17/04/2024,331.01,1,331.01,101,Andrews Inc Hotel,26/03/2024,17/04/2024,06/01/2025 01:38,4.41,1188
19/02/2024 20:24,366,30/01/2024,13/02/2024,395.92,1,395.92,120,Mathis Inc Hotel,30/01/2024,13/02/2024,19/02/2024 16:38,3.77,1059
23/04/2024 10:48,367,18/03/2025,31/03/2025,125,2,250,105,Sullivan Inc Hotel,18/03/2025,31/03/2025,23/04/2024 06:57,3.84,1324
09/01/2024 14:57,368,02/03/2024,02/03/2024,384.28,2,768.56,105,Jackson-Patrick Hotel,02/03/2024,02/03/2024,09/01/2024 13:26,1.52,1090
23/04/2024 04:37,369,28/07/2024,12/08/2024,380.44,4,1521.76,114,Larsen PLC Hotel,28/07/2024,12/08/2024,22/04/2024 23:30,5.11,1937
09/08/2024 21:42,370,09/03/2024,13/03/2024,68.51,5,342.55,106,"Barton, King and Carter Hotel",09/03/2024,13/03/2024,09/08/2024 17:48,3.91,1704
20/08/2024 06:50,371,27/02/2025,27/03/2025,163.97,1,163.97,102,Briggs PLC Hotel,27/02/2025,27/03/2025,20/08/2024 05:32,1.3,1618
26/02/2024 05:40,372,08/02/2025,08/02/2025,391.97,1,391.97,106,Davidson-Ward Hotel,08/02/2025,08/02/2025,26/02/2024 00:55,4.75,1336
16/02/2024 23:58,373,24/10/2024,12/11/2024,478.79,5,2393.95,105,"Alexander, English and Robinson Hotel",24/10/2024,12/11/2024,16/02/2024 19:59,3.98,1429
09/02/2025 04:16,374,08/04/2024,10/04/2024,316.98,3,950.94,116,Martinez-Hernandez Hotel,08/04/2024,10/04/2024,09/02/2025 00:58,3.29,1891
09/01/2025 00:25,375,21/05/2024,07/06/2024,155.71,1,155.71,115,"Lutz, Hayden and Barry Hotel",21/05/2024,07/06/2024,08/01/2025 23:15,1.18,1657
17/02/2025 01:07,376,13/10/2024,23/10/2024,182.63,4,730.52,107,Lam LLC Hotel,13/10/2024,23/10/2024,16/02/2025 23:28,1.65,1979
21/08/2024 06:17,377,17/03/2024,27/03/2024,173.85,3,521.55,117,Jones Group Hotel,17/03/2024,27/03/2024,21/08/2024 03:00,3.29,1165
02/10/2024 16:14,378,04/08/2024,20/08/2024,291.34,2,582.68,117,Briggs-Owens Hotel,04/08/2024,20/08/2024,02/10/2024 14:47,1.46,1447
04/01/2025 19:10,379,13/11/2024,20/11/2024,329.12,2,658.24,112,"Rubio, Hill and Thomas Hotel",13/11/2024,20/11/2024,04/01/2025 17:02,2.14,1834
16/02/2024 09:28,380,12/08/2024,29/08/2024,436.35,5,2181.75,103,Vaughan-Cook Hotel,12/08/2024,29/08/2024,16/02/2024 04:10,5.3,1072
27/12/2024 17:47,381,14/04/2024,25/04/2024,449.02,5,2245.1,115,"Thompson, Gibson and Green Hotel",14/04/2024,25/04/2024,27/12/2024 13:13,4.56,1535
03/02/2024 12:32,382,02/04/2024,02/05/2024,373.21,4,1492.84,111,Alvarado LLC Hotel,02/04/2024,02/05/2024,03/02/2024 07:14,5.3,1086
19/07/2024 03:30,383,08/12/2024,10/12/2024,133.84,3,401.52,118,Hall and Sons Hotel,08/12/2024,10/12/2024,18/07/2024 21:46,5.73,1291
09/02/2024 07:13,384,05/07/2024,01/08/2024,196.59,2,393.18,110,Bush and Sons Hotel,05/07/2024,01/08/2024,09/02/2024 03:46,3.46,1242
18/12/2024 10:57,385,03/07/2024,09/07/2024,212.32,3,636.96,107,Smith Group Hotel,03/07/2024,09/07/2024,18/12/2024 05:40,5.28,1177
15/05/2024 10:15,386,24/07/2024,07/08/2024,334.47,4,1337.88,119,Larson Inc Hotel,24/07/2024,07/08/2024,15/05/2024 04:35,5.66,1452
10/04/2025 11:17,387,26/02/2025,12/03/2025,420.28,5,2101.4,115,Chavez-Long Hotel,26/02/2025,12/03/2025,10/04/2025 08:01,3.27,1403
17/05/2024 07:14,388,01/02/2025,08/02/2025,103.25,5,516.25,116,"Nelson, Diaz and Rodriguez Hotel",01/02/2025,08/02/2025,17/05/2024 01:32,5.71,1099
10/10/2024 10:43,389,20/05/2024,07/06/2024,412.66,2,825.32,120,Pacheco-Hull Hotel,20/05/2024,07/06/2024,10/10/2024 09:38,1.09,1313
23/07/2024 08:52,390,25/03/2024,28/03/2024,492.26,3,1476.78,102,Lawrence-Decker Hotel,25/03/2024,28/03/2024,23/07/2024 03:45,5.12,1147
07/02/2025 00:14,391,16/08/2024,23/08/2024,470.99,5,2354.95,108,"Dixon, Garcia and Jones Hotel",16/08/2024,23/08/2024,06/02/2025 23:03,1.18,1213
23/03/2025 17:15,392,31/03/2025,18/04/2025,210.43,2,420.86,115,Buck-Hudson Hotel,31/03/2025,18/04/2025,23/03/2025 12:55,4.33,1698
09/11/2024 19:50,393,16/12/2024,06/01/2025,197.25,1,197.25,116,"Li, Boyd and Miller Hotel",16/12/2024,06/01/2025,09/11/2024 15:13,4.61,1790
31/01/2025 17:59,394,16/10/2024,14/11/2024,61.74,4,246.96,106,Obrien-Jones Hotel,16/10/2024,14/11/2024,31/01/2025 16:40,1.32,1865
21/12/2024 23:23,395,29/03/2024,15/04/2024,439.12,1,439.12,111,King-Martin Hotel,29/03/2024,15/04/2024,21/12/2024 19:23,3.99,1474
30/11/2024 07:03,396,23/06/2024,09/07/2024,471.12,5,2355.6,114,"Miller, Haynes and Saunders Hotel",23/06/2024,09/07/2024,30/11/2024 04:34,2.49,1922
05/02/2025 13:44,397,01/11/2024,22/11/2024,337.68,2,675.36,103,Holmes Ltd Hotel,01/11/2024,22/11/2024,05/02/2025 10:27,3.28,1173
24/04/2024 19:28,398,25/04/2024,05/05/2024,193.73,4,774.92,106,Proctor Ltd Hotel,25/04/2024,05/05/2024,24/04/2024 17:04,2.4,1699
24/03/2024 18:05,399,23/01/2025,13/02/2025,350.19,3,1050.57,116,"Rodriguez, Holmes and Lee Hotel",23/01/2025,13/02/2025,24/03/2024 12:58,5.11,1417
05/01/2024 03:37,400,23/04/2024,25/04/2024,233.67,2,467.34,101,Miller Group Hotel,23/04/2024,25/04/2024,04/01/2024 23:42,3.92,1608
08/07/2024 09:32,401,29/03/2025,17/04/2025,408.35,5,2041.75,114,Moses LLC Hotel,29/03/2025,17/04/2025,08/07/2024 05:57,3.58,1784
13/02/2024 00:09,402,12/12/2024,04/01/2025,488.95,5,2444.75,114,Mcconnell-Jackson Hotel,12/12/2024,04/01/2025,12/02/2024 20:00,4.15,1238
20/02/2024 04:41,403,21/02/2025,09/03/2025,200.16,1,200.16,114,Carroll-Willis Hotel,21/02/2025,09/03/2025,19/02/2024 23:49,4.86,1437
23/03/2024 05:56,404,14/01/2025,04/02/2025,58.37,2,116.74,114,"Soto, Martin and King Hotel",14/01/2025,04/02/2025,23/03/2024 00:58,4.97,1218
19/08/2024 16:59,405,09/02/2025,14/02/2025,438.23,4,1752.92,117,Martin Inc Hotel,09/02/2025,14/02/2025,19/08/2024 14:03,2.93,1637
24/01/2024 03:35,406,07/02/2024,17/02/2024,171.01,1,171.01,115,Aguilar-Haley Hotel,07/02/2024,17/02/2024,24/01/2024 01:45,1.83,1391
13/07/2024 20:21,407,22/01/2024,29/01/2024,77.96,4,311.84,110,Jacobs Group Hotel,22/01/2024,29/01/2024,13/07/2024 16:39,3.7,1369
04/04/2024 12:19,408,25/06/2024,18/07/2024,142.94,1,142.94,118,Harris-Munoz Hotel,25/06/2024,18/07/2024,04/04/2024 10:45,1.58,1246
07/11/2024 08:09,409,24/02/2025,12/03/2025,97.86,2,195.72,103,"Mason, Robinson and Briggs Hotel",24/02/2025,12/03/2025,07/11/2024 04:33,3.59,1793
07/05/2024 11:16,410,27/01/2024,16/02/2024,446.28,3,1338.84,101,"Hardy, Davis and Bishop Hotel",27/01/2024,16/02/2024,07/05/2024 09:38,1.63,1496
23/11/2024 15:07,411,18/10/2024,15/11/2024,81.31,5,406.55,111,"Trujillo, Larsen and Terrell Hotel",18/10/2024,15/11/2024,23/11/2024 10:55,4.21,1530
02/01/2025 06:29,412,08/02/2024,20/02/2024,153.87,3,461.61,103,"Smith, Watson and Richards Hotel",08/02/2024,20/02/2024,02/01/2025 02:03,4.44,1930
20/08/2024 19:59,413,22/02/2025,23/02/2025,85.07,5,425.35,115,Haynes-Lane Hotel,22/02/2025,23/02/2025,20/08/2024 14:45,5.22,1582
27/01/2024 06:30,414,09/04/2025,08/05/2025,435.23,1,435.23,115,Bowman-Fischer Hotel,09/04/2025,08/05/2025,27/01/2024 03:03,3.45,1874
21/10/2024 09:33,415,27/06/2024,27/07/2024,313.69,1,313.69,120,Anderson-Harris Hotel,27/06/2024,27/07/2024,21/10/2024 07:37,1.94,1692
27/06/2024 22:11,416,13/06/2024,20/06/2024,106.19,1,106.19,115,Townsend Ltd Hotel,13/06/2024,20/06/2024,27/06/2024 16:48,5.39,1930
04/02/2025 22:39,417,18/02/2025,09/03/2025,468.86,3,1406.58,103,Bradshaw Inc Hotel,18/02/2025,09/03/2025,04/02/2025 16:40,5.99,1836
03/02/2024 01:54,418,10/02/2024,19/02/2024,271.15,3,813.45,110,Rosales-Morales Hotel,10/02/2024,19/02/2024,02/02/2024 21:32,4.37,1978
21/10/2024 15:47,419,13/04/2024,07/05/2024,154.8,4,619.2,110,Morales Ltd Hotel,13/04/2024,07/05/2024,21/10/2024 09:55,5.86,1803
13/02/2025 20:22,420,01/06/2024,14/06/2024,212.78,5,1063.9,101,Watkins-Wade Hotel,01/06/2024,14/06/2024,13/02/2025 18:26,1.93,1847
11/02/2025 01:51,421,13/09/2024,23/09/2024,240.13,5,1200.65,110,Walton-Abbott Hotel,13/09/2024,23/09/2024,10/02/2025 20:52,4.98,1285
11/02/2024 13:01,422,27/05/2024,21/06/2024,425.71,4,1702.84,107,May-Gomez Hotel,27/05/2024,21/06/2024,11/02/2024 10:56,2.09,1530
21/07/2024 19:03,423,22/04/2025,02/05/2025,390.24,5,1951.2,102,Ellis Inc Hotel,22/04/2025,02/05/2025,21/07/2024 14:28,4.58,1446
01/03/2025 17:11,424,21/01/2024,14/02/2024,432.13,1,432.13,109,Wilson-Wheeler Hotel,21/01/2024,14/02/2024,01/03/2025 11:50,5.34,1151
12/07/2024 22:51,425,26/10/2024,26/10/2024,88.76,3,266.28,106,Chase-Flores Hotel,26/10/2024,26/10/2024,12/07/2024 18:46,4.09,1886
09/02/2025 01:41,426,23/07/2024,27/07/2024,219.41,4,877.64,120,"Leach, Ruiz and Buckley Hotel",23/07/2024,27/07/2024,08/02/2025 22:40,3.03,1562
07/12/2024 13:49,427,08/03/2024,29/03/2024,247.4,5,1237,105,"Gonzalez, Torres and Price Hotel",08/03/2024,29/03/2024,07/12/2024 10:45,3.07,1114
09/10/2024 06:52,428,12/04/2024,15/04/2024,335.18,3,1005.54,119,Walker Ltd Hotel,12/04/2024,15/04/2024,09/10/2024 02:53,3.99,1375
18/07/2024 03:45,429,18/03/2024,07/04/2024,333.48,1,333.48,116,Reid-Lawson Hotel,18/03/2024,07/04/2024,18/07/2024 00:21,3.4,1248
29/02/2024 21:48,430,26/02/2024,12/03/2024,345.65,4,1382.6,115,"Johnson, Bentley and Wong Hotel",26/02/2024,12/03/2024,29/02/2024 19:15,2.56,1180
23/01/2024 21:02,431,31/12/2024,20/01/2025,110.89,3,332.67,118,Conner LLC Hotel,31/12/2024,20/01/2025,23/01/2024 19:07,1.92,1614
15/05/2024 17:24,432,30/03/2025,12/04/2025,167.14,3,501.42,106,Valdez Inc Hotel,30/03/2025,12/04/2025,15/05/2024 14:16,3.13,1427
24/10/2024 19:25,433,20/06/2024,26/06/2024,212.83,3,638.49,116,Lopez-Sanders Hotel,20/06/2024,26/06/2024,24/10/2024 13:59,5.43,1617
23/01/2025 23:24,434,30/01/2024,19/02/2024,321.91,1,321.91,106,Mathews Ltd Hotel,30/01/2024,19/02/2024,23/01/2025 19:15,4.15,1398
18/08/2024 06:51,435,17/12/2024,30/12/2024,261.56,5,1307.8,102,"Harris, Jackson and Rivera Hotel",17/12/2024,30/12/2024,18/08/2024 02:51,4,1821
13/12/2024 09:52,436,21/02/2025,24/02/2025,278.03,2,556.06,108,Holmes Group Hotel,21/02/2025,24/02/2025,13/12/2024 05:16,4.61,1645
08/05/2024 03:23,437,21/04/2025,22/04/2025,220.72,5,1103.6,115,"Compton, Byrd and Martin Hotel",21/04/2025,22/04/2025,07/05/2024 22:13,5.16,1510
23/02/2025 19:28,438,11/06/2024,05/07/2024,212.26,4,849.04,102,Martin-Morrow Hotel,11/06/2024,05/07/2024,23/02/2025 16:56,2.53,1853
07/11/2024 23:23,439,04/10/2024,06/10/2024,97.6,5,488,109,"Young, Ray and Martin Hotel",04/10/2024,06/10/2024,07/11/2024 18:30,4.88,1102
16/07/2024 02:11,440,20/06/2024,03/07/2024,497,1,497,117,Clark Inc Hotel,20/06/2024,03/07/2024,15/07/2024 22:51,3.32,1533
02/12/2024 21:05,441,29/06/2024,19/07/2024,130.79,1,130.79,103,Williams-Moore Hotel,29/06/2024,19/07/2024,02/12/2024 18:21,2.73,1684
18/08/2024 02:02,442,16/03/2025,02/04/2025,62.28,1,62.28,104,Harris-Dodson Hotel,16/03/2025,02/04/2025,17/08/2024 23:54,2.12,1376
09/10/2024 13:28,443,05/08/2024,29/08/2024,277.28,2,554.56,104,Bruce-Howard Hotel,05/08/2024,29/08/2024,09/10/2024 10:36,2.88,1697
28/01/2024 11:41,444,08/12/2024,18/12/2024,432.27,2,864.54,119,Young Ltd Hotel,08/12/2024,18/12/2024,28/01/2024 09:02,2.65,1165
14/04/2025 12:06,445,03/01/2025,12/01/2025,416.16,2,832.32,118,"Montgomery, Shah and Frank Hotel",03/01/2025,12/01/2025,14/04/2025 08:05,4.02,1596
06/05/2024 21:15,446,18/11/2024,09/12/2024,248.93,3,746.79,117,"Davis, Johnson and Parker Hotel",18/11/2024,09/12/2024,06/05/2024 19:27,1.8,1435
20/02/2024 21:56,447,24/03/2024,03/04/2024,444.1,2,888.2,110,Compton-Rivera Hotel,24/03/2024,03/04/2024,20/02/2024 17:53,4.05,1445
04/05/2024 19:10,448,30/03/2025,29/04/2025,460.02,3,1380.06,104,Myers-Moses Hotel,30/03/2025,29/04/2025,04/05/2024 16:15,2.92,1420
19/10/2024 07:29,449,04/02/2025,14/02/2025,415.47,2,830.94,108,Harper Ltd Hotel,04/02/2025,14/02/2025,19/10/2024 04:35,2.9,1372
31/03/2024 13:39,450,12/08/2024,22/08/2024,339.06,1,339.06,115,"Cervantes, House and Mclaughlin Hotel",12/08/2024,22/08/2024,31/03/2024 07:40,5.98,1430
11/01/2025 19:26,451,21/07/2024,29/07/2024,393.39,3,1180.17,106,"Garrett, Jones and Miller Hotel",21/07/2024,29/07/2024,11/01/2025 16:31,2.91,1388
06/03/2025 17:50,452,20/01/2024,16/02/2024,382.33,2,764.66,120,Christensen-Jones Hotel,20/01/2024,16/02/2024,06/03/2025 14:08,3.7,1413
04/07/2024 23:58,453,19/05/2024,10/06/2024,329.17,1,329.17,105,Morgan Ltd Hotel,19/05/2024,10/06/2024,04/07/2024 19:08,4.83,1172
29/01/2024 03:13,454,13/02/2024,19/02/2024,109.29,2,218.58,103,Cruz Ltd Hotel,13/02/2024,19/02/2024,29/01/2024 01:57,1.26,1452
31/05/2024 07:26,455,10/09/2024,23/09/2024,157.19,3,471.57,104,Wood-Guerrero Hotel,10/09/2024,23/09/2024,31/05/2024 02:06,5.33,1413
16/01/2025 09:53,456,14/10/2024,08/11/2024,179.88,2,359.76,107,Brown-Walsh Hotel,14/10/2024,08/11/2024,16/01/2025 08:00,1.89,1675
12/09/2024 00:43,457,17/10/2024,25/10/2024,301.65,5,1508.25,117,"Reid, Butler and Osborn Hotel",17/10/2024,25/10/2024,11/09/2024 21:05,3.63,1104
30/08/2024 19:11,458,30/07/2024,16/08/2024,397.74,3,1193.22,105,"Newton, Anderson and Hickman Hotel",30/07/2024,16/08/2024,30/08/2024 17:29,1.7,1618
22/11/2024 22:14,459,18/06/2024,26/06/2024,428.6,5,2143,116,Hanna-Torres Hotel,18/06/2024,26/06/2024,22/11/2024 21:04,1.17,1418
01/06/2024 19:21,460,12/09/2024,11/10/2024,174.33,3,522.99,116,"Harvey, Gonzalez and Savage Hotel",12/09/2024,11/10/2024,01/06/2024 15:43,3.64,1864
18/10/2024 19:37,461,30/07/2024,30/07/2024,479.41,5,2397.05,111,"Stuart, Nguyen and Hale Hotel",30/07/2024,30/07/2024,18/10/2024 17:53,1.74,1227
06/02/2025 02:50,462,27/12/2024,14/01/2025,233.01,2,466.02,113,Hernandez-Atkinson Hotel,27/12/2024,14/01/2025,05/02/2025 23:47,3.05,1891
06/06/2024 21:04,463,21/02/2025,03/03/2025,390.22,2,780.44,113,Dougherty-Spence Hotel,21/02/2025,03/03/2025,06/06/2024 17:21,3.71,1212
05/10/2024 05:53,464,15/07/2024,20/07/2024,418.51,5,2092.55,116,"Guerra, Cantrell and Guerrero Hotel",15/07/2024,20/07/2024,05/10/2024 04:15,1.63,1805
30/03/2024 14:42,465,14/12/2024,22/12/2024,400.75,1,400.75,120,Bennett-Montgomery Hotel,14/12/2024,22/12/2024,30/03/2024 12:53,1.81,1731
19/04/2025 15:33,466,15/09/2024,04/10/2024,276.5,2,553,119,Perez-Weaver Hotel,15/09/2024,04/10/2024,19/04/2025 10:56,4.63,1476
11/08/2024 18:14,467,19/07/2024,20/07/2024,494.04,5,2470.2,106,Williamson-Miller Hotel,19/07/2024,20/07/2024,11/08/2024 14:16,3.97,1878
11/05/2024 15:23,468,24/06/2024,29/06/2024,71.37,1,71.37,114,Olson PLC Hotel,24/06/2024,29/06/2024,11/05/2024 10:36,4.79,1405
05/02/2024 06:35,469,13/06/2024,23/06/2024,189.99,2,379.98,103,Paul-Harrison Hotel,13/06/2024,23/06/2024,05/02/2024 04:22,2.21,1126
28/05/2024 22:05,470,13/02/2024,04/03/2024,263.65,1,263.65,114,"French, Brown and Hoffman Hotel",13/02/2024,04/03/2024,28/05/2024 16:50,5.26,1145
05/07/2024 23:24,471,08/08/2024,01/09/2024,267.62,3,802.86,120,Mendez-Jones Hotel,08/08/2024,01/09/2024,05/07/2024 21:25,1.98,1034
12/02/2024 01:50,472,19/04/2024,11/05/2024,66.29,5,331.45,115,"Johnson, Thompson and Beck Hotel",19/04/2024,11/05/2024,11/02/2024 23:28,2.37,1351
09/02/2025 19:11,473,10/04/2025,19/04/2025,173.39,3,520.17,108,Johnson-Jacobs Hotel,10/04/2025,19/04/2025,09/02/2025 13:24,5.78,1354
05/08/2024 03:17,474,08/05/2024,19/05/2024,337.87,5,1689.35,118,Fisher Ltd Hotel,08/05/2024,19/05/2024,05/08/2024 00:15,3.04,1533
28/02/2024 02:51,475,25/03/2024,18/04/2024,378.15,1,378.15,113,Blevins-Short Hotel,25/03/2024,18/04/2024,27/02/2024 22:11,4.67,1130
31/05/2024 01:09,476,13/02/2024,13/02/2024,186.88,3,560.64,118,Miranda PLC Hotel,13/02/2024,13/02/2024,30/05/2024 20:45,4.41,1012
18/02/2024 21:49,477,22/12/2024,27/12/2024,116.37,4,465.48,118,"Holt, Avila and Carlson Hotel",22/12/2024,27/12/2024,18/02/2024 20:25,1.4,1390
01/10/2024 01:26,478,27/03/2024,04/04/2024,258.65,1,258.65,119,Carter-Cannon Hotel,27/03/2024,04/04/2024,30/09/2024 22:50,2.61,1670
15/05/2024 17:43,479,07/09/2024,11/09/2024,385.35,4,1541.4,109,Thompson PLC Hotel,07/09/2024,11/09/2024,15/05/2024 13:19,4.41,1167
20/01/2025 17:43,480,07/02/2024,07/03/2024,67.57,5,337.85,116,Powell Group Hotel,07/02/2024,07/03/2024,20/01/2025 12:29,5.23,1847
09/06/2024 19:10,481,07/04/2025,16/04/2025,109.74,4,438.96,110,Phillips PLC Hotel,07/04/2025,16/04/2025,09/06/2024 14:18,4.88,1824
17/03/2025 05:03,482,30/12/2024,06/01/2025,209.18,1,209.18,108,Young PLC Hotel,30/12/2024,06/01/2025,17/03/2025 00:11,4.86,1829
30/01/2025 06:14,483,05/03/2024,03/04/2024,59.68,3,179.04,120,Roberts Inc Hotel,05/03/2024,03/04/2024,30/01/2025 03:54,2.33,1504
